number,air_pressure_9am,air_temp_9am,avg_wind_direction_9am,avg_wind_speed_9am,max_wind_direction_9am,rain_accumulation_9am,rain_duration_9am,relative_humidity_9am,relative_humidity_3pm
-1.7181737683681766,-0.27384305230527245,0.8133393937954531,1.944250565676815,0.09739271117207769,2.237892090374846,0.0,0.0,0.4285631636929675,0.15436818547561265
-1.7150424165599252,-0.5060347877242973,0.47877081582179093,-0.5971986543969413,0.122859496012739,-0.11841968195556188,0.0,0.0,0.2151509444814973,-0.6865006872490294
-1.7087797129434223,0.5224185977191569,0.3549579750071926,0.8585336048891438,0.2558870278906637,0.9573424155952865,0.0,0.0,0.07194743717486889,-1.0223803080425946
-1.6993856575186679,-1.0760964435377123,0.3456015904378247,0.5436900484510304,0.214330604802708,0.5832512498534546,0.0,0.0,0.05387912677114902,-0.5880561274495474
-1.6962543057104165,-0.27058336029337565,-1.4488586677688626,1.5130758548916792,0.12880971477598507,1.8759171294941996,0.0,0.0,0.8774161330989032,2.1020937685181265
-1.693122953902165,0.3846147345167416,1.3771270726903693,-1.517165927873541,0.2686153808133073,-1.296686939400884,0.0,0.0,0.2770974047659708,-0.45517545029079265
-1.6899916020939136,-1.2680491165667378,-1.861128407960774,0.3217115843250861,0.29846153423699257,0.7245934093822258,0.0,0.0,0.9733208542886698,1.7568699616166672
-1.6868602502856622,0.24444797791453665,1.030045282870663,-1.0679630061844976,0.21991902522728562,-0.9544837200809423,0.0,0.0,0.1885064507518136,-0.048143014206065544
-1.6805975466691594,-0.4922424172408047,-1.6373751728994892,0.9376754568752796,0.040842104685050465,0.9664170177016502,0.0,0.0,0.7910664948321201,1.273456130118498
-1.677466194860908,0.6258319435516715,-0.39880411582813385,1.0803987931978853,0.13509311549674302,0.265280643895018,0.0,0.0,0.44295477007076295,-0.25618181487160085
-1.6743348430526566,-2.5751856141719998,1.9497239340671375,0.9196472459713713,0.03612955414448776,0.2226953543796476,0.0,0.0,0.10734722789996183,-0.4380901381588649
