number,air_pressure_9am,air_temp_9am,avg_wind_direction_9am,avg_wind_speed_9am,relative_humidity_9am,relative_humidity_3pm
-1.7296330142443839,-0.27543790133462337,0.8896284735837333,1.8629933649974724,0.09739271117207769,0.4285631636929675,0.04218877649246594
-1.7264739122235193,-0.5047896205879214,0.5804592474764793,-0.5835608963084248,0.122859496012739,0.2151509444814973,-0.7045713898333285
-1.723314810202655,1.3280332610368284,-0.39330142980806543,-1.32021334940111,1.0,0.033147880263607016,-0.9262152841876191
-1.7201557081817904,0.5110844013605969,0.4660458724708821,0.8178158985320688,0.2558870278906637,0.07194743717486889,-1.0028598978577938
-1.716996606160926,0.7227067981319605,-1.8716013692488385,1.959892433541182,0.08168420937013894,1.0,1.8531489968794248
-1.7138375041400615,-1.1641086660234061,1.2136171166994814,0.5859504168766416,0.6487611244204434,0.34256741738628255,-0.05732924448987396
-1.7106784021191972,-1.067878658211247,0.45739979400770653,0.5147282591787964,0.214330604802708,0.05387912677114902,-0.617144588539657
-1.7075193000983326,-0.2722180797254882,-1.2008309121456342,1.4479182504893426,0.12880971477598507,0.8774161330989032,1.7719280111449656
-1.7043601980774683,0.37496606412441885,1.4106152363826834,-1.4691775891026342,0.2686153808133073,0.2770974047659708,-0.49913570535312174
-1.7012010960566037,-1.2574834927460508,-1.58180248244237,0.301038230263048,0.29846153423699257,0.9733208542886698,1.4653411034550448
-1.6980419940357394,0.2365137348420725,1.089882760534558,-1.0367474175419,0.21991902522728562,0.1885064507518136,-0.1376576919195576
-1.6948828920148749,-1.0546347312417248,-1.7429827621834006,1.4363482124542735,0.3628663916249843,0.9964417956824987,1.958022247690388
-1.6917237899940105,-0.4911659492834332,-1.3750358609566615,0.8940026795603759,0.040842104685050465,0.7910664948321201,1.0360301788586284
-1.688564687973146,0.6132328633530978,-0.2304930664335627,1.03139688122683,0.13509311549674302,0.44295477007076295,-0.3224131210078309
-1.6854055859522816,-2.548631958833692,1.9397424173495528,0.876647622507771,0.03612955414448776,0.10734722789996183,-0.48396255417198086
-1.682246483931417,1.1165332250428521,0.5317452538869301,-1.5346325515592236,0.0810253674582815,0.0710248109490423,-0.9109660011411537
-1.6790873819105527,-0.3301748687261229,-0.004822457185192598,0.3892597702804544,0.10524696207305563,0.5060655029570077,0.7129313125302886
-1.6759282798896882,-0.6440252447947272,1.0883415605613376,1.3342331536266339,0.11104206576556862,0.17625543974208935,-0.6452583582198098
-1.6727691778688238,-0.03717110210839696,0.18955251107322993,0.4890513483329316,0.2937489836964183,0.15111186696687545,0.47551612346034605
-1.6696100758479593,1.006051099918291,0.3246834526737942,-1.2146367523310977,0.6220566713571232,0.017104778071963173,-1.2261081545917663
-1.666450973827095,0.3467160500272111,-0.18288219216776527,-1.2652687773655054,0.8417640397507766,0.1500445035312138,-0.9177402152073181
-1.6632918718062304,-0.5426830950642603,0.2432792709869895,0.5136376791574553,0.12409716423538832,0.4075655740597825,0.2733561974289833
-1.660132769785366,0.7116389747419927,0.34664194978646035,-1.019405488485807,0.13223629415524846,0.06667561907236234,-0.8003155635871
-1.6569736677645015,0.461901247626048,-1.5752901479073507,0.7204521090343288,0.39114169486849437,0.5716534795640267,1.3738559272156308
-1.6538145657436372,0.9249853022681049,0.603589755364076,1.08643439731648,0.08798928841008312,0.060211765232400585,-0.8426863892014176
-1.6506554637227726,-0.2850973661700453,-1.2952597629026419,-0.19358089573618723,0.1288097147759824,0.835067061872429,0.5272833451372649
-1.6474963617019083,-1.4249142165303434,-1.3652673591536604,0.2995919755086635,0.29217813351623945,1.0,2.489082539031078
-1.6443372596810437,-1.2929015304707332,1.2331541203039698,0.882432641525306,0.07854250900974726,0.49308946441964757,0.38760110044007356
-1.6411781576601794,-0.990238299019379,-2.249316772278006,0.4283086486488157,0.6911740792856901,0.9477226691740495,2.194544898455568
-1.6380190556393148,-0.8389066832945622,-1.7690321003228766,0.5902891811397925,0.5372307616266219,0.9444196775463602,2.470785503783209
-1.6348599536184505,0.13991908650765703,2.3630441621240097,-0.6636136909108984,0.12880971477597664,0.23038366603147392,0.021214126330259934
-1.631700851597586,-0.8485661481264699,-0.854049098158164,0.46735752701717653,0.1335222653165556,0.8709281138302243,1.1882079598226074
-1.6285417495767216,-0.06936931821951493,1.0166189970162716,0.6119830024555484,0.23876922738961004,0.15429689460786133,-0.1447979983577686
-1.625382647555857,-0.17562343138935232,-0.09699020846600646,-1.2811644710327497,0.9660728608197826,0.16031305792973044,-0.922645130968521
-1.6222235455349927,1.508343271261432,-0.46168094242497754,0.7305758923150142,0.25290687901137,0.19322501021994598,-0.935140667235347
-1.6190644435141281,-0.5201443437857455,1.8176361448186233,0.10724009317562852,0.09268016063150018,0.3058806175215626,-0.23985332781622162
-1.6159053414932638,-2.020581214598472,-0.9940642906602614,0.512191424403072,0.4304129493733734,0.9871226407329377,0.9083972012758553
-1.6127462394723993,-1.3669574275273295,-0.07419703759374956,-0.06486422259603505,0.1005344115324636,0.6190750022187468,0.21177105439957175
-1.609587137451535,-1.3701772491396857,-1.3229371846764846,0.5107451696486875,0.5497975630681687,1.0,2.371267482800864
-1.6064280354306704,0.9834966623530016,-0.36459817728120253,0.3230427938195148,0.06818605901717002,0.07100994237411741,-0.8642033318072954
